ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_protein_name,match_result,processing_time
TIF1A_HUMAN,O15164,TRIM24,Transcription intermediary factor 1-alpha,10,14,8,32,bin_5,208,42,Transcription intermediary factor 1-alpha,1,0.5
THB_HUMAN,P10828,THRB,Thyroid hormone receptor beta,11,16,5,32,bin_5,507,3631,"Thrb, beta-1 adrenergic receptor",0,0.36
ERCC3_HUMAN,P19447,ERCC3,General transcription and DNA repair factor IIH helicase/translocase subunit XPB ,7,18,7,32,bin_5,221,1,Exonuclease ERCC-1 endonuclease ERCC4,0,2.18
DMRT1_HUMAN,Q9Y5R6,DMRT1,Doublesex- and mab-3-related transcription factor 1,8,20,4,32,bin_5,1009,487,DNA-binding protein Dmrt1,0,1.95
CP2C9_HUMAN,P11712,CYP2C9,Cytochrome P450 2C9 ,14,14,4,32,bin_5,6131,1969,Cytochrome P450 2C9,1,6.22
DUS10_HUMAN,Q9Y6W6,DUSP10,Dual specificity protein phosphatase 10,8,20,4,32,bin_5,144,745,Dual specificity protein phosphatase CMK2-like protein,0,0.54
DYHC1_HUMAN,Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,6,13,13,32,bin_5,189,232,Dynein axonemal assembly factor 4 subunit B,0,2.29
RL23_HUMAN,P62829,RPL23,Large ribosomal subunit protein uL14 ,6,14,12,32,bin_5,180,4,60S ribosomal protein L23,0,2.5
KPYM_HUMAN,Q9BWB5,PKM,Pyruvate kinase PKM,12,7,13,32,bin_5,1193,421,Pyruvate kinase isozyme M2,0,2.78
OPRD_HUMAN,P41143,OPRD1,Delta-type opioid receptor,4,19,9,32,bin_5,184,72,"D(1R), opioid receptor-like 1",0,1.85
VMAT2_HUMAN,Q05940,SLC18A2,Synaptic vesicular amine transporter,3,17,12,32,bin_5,765,643,Vesicular monoamine transporter 2,0,1.43
SCN1B_HUMAN,Q07699,SCN1B,Sodium channel subunit beta-1,6,19,7,32,bin_5,337,349,Sodium channel subunit beta-1,1,2.77
MARK4_HUMAN,Q96L34,MARK4,MAP/microtubule affinity-regulating kinase 4 ,9,14,9,32,bin_5,152,24,Serine/threonine-protein kinase MARK4,0,0.92
TRI25_HUMAN,Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,8,19,5,32,bin_5,440,0,E3 ubiquitin-protein ligase TRIM25,0,3.95
SEM5A_HUMAN,Q13591,SEMA5A,Semaphorin-5A,5,24,3,32,bin_5,142,64,Semaphorin-5A,1,0.73
GNA12_HUMAN,Q03113,GNA12,Guanine nucleotide-binding protein subunit alpha-12,8,16,8,32,bin_5,65,90,G protein subunit G(i2),0,2.45
FBX5_HUMAN,Q9UKT4,FBXO5,F-box only protein 5 ,5,21,6,32,bin_5,128,198,F-box only protein 5,1,0.39
ELAV1_HUMAN,Q15717,ELAVL1,ELAV-like protein 1,9,10,13,32,bin_5,1113,1038,"Elav-like protein 1, RNA-binding",0,1.45
LYAG_HUMAN,P10253,GAA,70 kDa lysosomal alpha-glucosidase,4,17,11,32,bin_5,4452,49,Lysosomal acid alpha-glucosidase,0,3.37
RGS2_HUMAN,P41220,RGS2,Regulator of G-protein signaling 2,6,19,7,32,bin_5,693,22892,Regulator of G-protein signaling 2,1,1.61
NMDE4_HUMAN,O15399,GRIN2D,"Glutamate receptor ionotropic, NMDA 2D",7,17,8,32,bin_5,106,30,"Glutamate receptor ionotropic, NMDA 2D subunit",0,1.64
VGFR1_HUMAN,B5A923,FLT1,Vascular endothelial growth factor receptor 1,5,21,6,32,bin_5,3895,6566,Fms-related tyrosine kinase 1,0,0.29
VATA_HUMAN,P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,4,10,18,32,bin_5,100,42,V-type proton ATPase subunit A 1,0,0.66
FUT7_HUMAN,Q11130,FUT7,"Alpha-(1,3)-fucosyltransferase 7 ",3,24,5,32,bin_5,108,66,Fucosyltransferase 7,0,0.26
AT1A3_HUMAN,P13637,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3,7,11,14,32,bin_5,467,6,Sodium/potassium-transporting ATPase subunit alpha-3,1,2.27
1433S_HUMAN,P31947,SFN,14-3-3 protein sigma ,6,21,5,32,bin_5,2718,275,Stratifin,0,1.1
S39AE_HUMAN,Q15043,SLC39A14,Metal cation symporter ZIP14 ,7,18,7,32,bin_5,224,44,Zinc transporter Zrt-like protein 14,0,0.52
LAPM5_HUMAN,Q13571,LAPTM5,Lysosomal-associated transmembrane protein 5,2,23,7,32,bin_5,125,541,Lysosomal protein transmembrane 5,0,1.17
LONM_HUMAN,P36776,LONP1,"Lon protease homolog, mitochondrial ",13,14,5,32,bin_5,204,39,"Lon peptidase 1, mitochondrial",0,0.57
PRKRA_HUMAN,O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,9,15,8,32,bin_5,200,103,Protein kinase interferon-inducible double-stranded RNA-dependent protein kinase A-interacting protein 1,0,0.73
FOXL2_HUMAN,P58012,FOXL2,Forkhead box protein L2,9,19,4,32,bin_5,1143,531,Forkhead box protein L2,1,0.56
LN28A_HUMAN,Q9H9Z2,LIN28A,Protein lin-28 homolog A,9,16,7,32,bin_5,713,79,"Lin-28 homolog A, RNA-binding protein",0,0.93
HLAF_HUMAN,P30511,HLA-F,"HLA class I histocompatibility antigen, alpha chain F",6,11,15,32,bin_5,330,0,"Major histocompatibility complex, class I, F region-controlled transcript 1, soluble form",0,2.9
JAM1_HUMAN,Q9Y624,F11R,Junctional adhesion molecule A,5,22,6,33,bin_5,367,339,Fibronectin type-III and ankyrin repeat domain-containing protein 1,0,1.1
DLX1_HUMAN,P56177,DLX1,Homeobox protein DLX-1,4,24,5,33,bin_5,293,18,Distal-less homeobox protein 1,0,0.65
WASL_HUMAN,O00401,WASL,Actin nucleation-promoting factor WASL ,3,18,12,33,bin_5,431,14,Actin-binding protein WASP-like protein 1,0,1.35
FGF4_HUMAN,P08620,FGF4,Fibroblast growth factor 4 ,3,27,3,33,bin_5,1275,777,Fibroblast growth factor 4,1,1.13
RHOB_HUMAN,P62745,RHOB,Rho-related GTP-binding protein RhoB,3,20,10,33,bin_5,1108,9,"Ras homolog B, small GTP-binding RAS-related protein",0,7.62
HDAC9_HUMAN,O94845,HDAC9,Histone deacetylase 9,11,16,6,33,bin_5,499,6361,Nucleosome-remodeling deacetylase complex subunit 9,0,4.51
RHG35_HUMAN,Q9NRY4,ARHGAP35,Rho GTPase-activating protein 35 ,5,23,5,33,bin_5,234,18,Rho GTPase-activating protein 35,1,6.64
RALA_HUMAN,P11233,RALA,Ras-related protein Ral-A,8,15,10,33,bin_5,660,9,Ras-related protein Rap-1A,0,0.54
SCRB2_HUMAN,Q14108,SCARB2,Lysosome membrane protein 2,10,10,13,33,bin_5,330,13228,Lysosomal protein SCARB2,0,0.6
UBE2N_HUMAN,P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,7,16,10,33,bin_5,285,1440,Ubiquitin-conjugating enzyme E2 N,1,6.72
PRDX5_HUMAN,Q9UKX4,PRDX5,"Peroxiredoxin-5, mitochondrial",8,13,12,33,bin_5,240,692,Thioredoxin-dependent peroxiredoxin 5,0,0.46
VPS18_HUMAN,Q9P253,VPS18,Vacuolar protein sorting-associated protein 18 homolog,5,13,15,33,bin_5,72,0,Vacuolar protein sorting-associated protein 18 homolog,1,4.51
SRBP2_HUMAN,Q12772,SREBF2,Processed sterol regulatory element-binding protein 2 ,6,16,11,33,bin_5,918,224,Sterol regulatory element-binding protein 2,0,0.55
WNT9B_HUMAN,O14905,WNT9B,Protein Wnt-9b,4,27,2,33,bin_5,195,3,Protein Wnt-9b,1,1.69
MTM1_HUMAN,Q13496,MTM1,Myotubularin ,5,20,8,33,bin_5,1908,512,Myotubularin 1,0,2.63
HXA5_HUMAN,P20719,HOXA5,Homeobox protein Hox-A5,6,25,2,33,bin_5,471,14,Homeobox protein Hox-A5,1,1.17
GDF8_HUMAN,O14793,MSTN,Growth/differentiation factor 8,6,26,1,33,bin_5,1909,3956,Myostatin,0,0.93
FGF18_HUMAN,O76093,FGF18,Fibroblast growth factor 18,3,26,4,33,bin_5,436,278,Fibroblast growth factor 18,1,0.94
IRF1_HUMAN,P10914,IRF1,Interferon regulatory factor 1,6,22,5,33,bin_5,3235,2648,Interferon regulatory factor 1,1,0.48
IF172_HUMAN,Q9UG01,IFT172,Intraflagellar transport protein 172 homolog,0,24,9,33,bin_5,80,7,Intraflagellar transport protein 172 homolog B,0,0.83
SHAN2_HUMAN,Q9UPX8,SHANK2,SH3 and multiple ankyrin repeat domains protein 2,4,14,15,33,bin_5,322,38,Protein SHANK2,0,3.42
PLAT3_HUMAN,P53816,PLAAT3,Phospholipase A and acyltransferase 3 ,7,13,13,33,bin_5,65,298,Phospholipid-binding protein PLAAT3,0,4.74
ARNT_HUMAN,P27540,ARNT,Aryl hydrocarbon receptor nuclear translocator ,11,14,8,33,bin_5,2877,1748,"Arnt, nuclear translocation regulator",0,5.02
FKBP4_HUMAN,Q02790,FKBP4,"Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",11,12,10,33,bin_5,299,0,Peptidyl-prolyl cis-trans isomerase FKBP4,0,3.01
AKAP5_HUMAN,P24588,AKAP5,A-kinase anchor protein 5,11,12,10,33,bin_5,262,468,A-kinase anchoring protein 5,0,3.48
PDE4B_HUMAN,Q07343,PDE4B,"3',5'-cyclic-AMP phosphodiesterase 4B ",7,15,11,33,bin_5,663,221,"3',5'-cyclic-AMP phosphodiesterase 4B",1,1.16
BCAR1_HUMAN,F5GXV6,BCAR1,Breast cancer anti-estrogen resistance protein 1,2,23,8,33,bin_5,548,168,Breast cancer anti-estrogen resistance protein 1,1,5.06
IMB1_HUMAN,Q14974,KPNB1,Importin subunit beta-1,9,9,15,33,bin_5,212,13,Importin subunit 1 alpha,0,2.15
SNX9_HUMAN,Q9Y5X1,SNX9,Sorting nexin-9,7,14,12,33,bin_5,130,74,Sorting nexin-9,1,2.22
ENOA_HUMAN,Q71V37,ENO1,Alpha-enolase,10,11,12,33,bin_5,977,10110,Enolase 1,0,0.61
COT2_HUMAN,P24468,NR2F2,COUP transcription factor 2,7,23,3,33,bin_5,489,468,Nuclear receptor subfamily 2 group F member 2,0,1.47
PDC10_HUMAN,Q9BUL8,PDCD10,Programmed cell death protein 10,2,24,7,33,bin_5,344,29833,Phosphatidylinositol 3-phosphatase-like protein PDCD10,0,2.86
MYB_HUMAN,P78526,MYB,Transcriptional activator Myb,3,26,4,33,bin_5,9949,3872,v-myb avian myeloblastosis viral oncogene homolog,0,10.63
NKX61_HUMAN,P78426,NKX6-1,Homeobox protein Nkx-6.1,4,26,3,33,bin_5,617,13,Homeobox protein NKX-6.1,1,0.49
ITA8_HUMAN,P53708,ITGA8,Integrin alpha-8 light chain,2,19,12,33,bin_5,142,0,Integrin subunit alpha-8,0,1.17
NEC1_HUMAN,P29120,PCSK1,Neuroendocrine convertase 1,2,21,10,33,bin_5,384,303,"Proconvertase 1, follicle",0,3.19
CP26B_HUMAN,Q9NR63,CYP26B1,Cytochrome P450 26B1,7,24,2,33,bin_5,686,17,All-trans-retinoic acid 4-hydroxylase,0,6.5
PLTP_HUMAN,P55058,PLTP,Phospholipid transfer protein,20,9,4,33,bin_5,610,4102,Phospholipid transfer protein,1,1.23
CENPJ_HUMAN,Q9HC77,CENPJ,Centromere protein J,6,19,8,33,bin_5,123,0,Centromere protein J,1,1.33
HLAB_HUMAN,Q9TQH6,HLA-B,"HLA class I histocompatibility antigen, B alpha chain",4,13,16,33,bin_5,15645,369,MHC class I protein B-2 chain,0,2.06
GHRHR_HUMAN,Q02643,GHRHR,Growth hormone-releasing hormone receptor,5,20,8,33,bin_5,388,494,Growth hormone-releasing hormone receptor,1,2.35
KCNJ2_HUMAN,AAFLFSIETQ,KCNJ2,Inward rectifier potassium channel 2,4,20,9,33,bin_5,597,33,Potassium inwardly-rectifying channel subfamily J member 2,0,1.76
P2RX1_HUMAN,P51575,P2RX1,P2X purinoceptor 1,8,16,9,33,bin_5,46,4176,P2X purinoreceptor 1,0,0.8
FLOT2_HUMAN,Q14254,FLOT2,Flotillin-2,1,12,20,33,bin_5,101,744,Flotillin-2,1,1.11
OVOL2_HUMAN,Q9BRP0,OVOL2,Transcription factor Ovo-like 2 ,8,24,1,33,bin_5,98,17,Ovo-like protein 2,0,1.13
YTHD2_HUMAN,Q9Y5A9,YTHDF2,YTH domain-containing family protein 2 ,4,22,7,33,bin_5,796,39,"N-ethylmaleimide-sensitive factor-associated protein 1, YTH domain-containing protein 2",0,1.42
GABT_HUMAN,P80404,ABAT,"4-aminobutyrate aminotransferase, mitochondrial",7,23,3,33,bin_5,374,93,3-Aminobutyrate aminotransferase,0,1.13
G6PI_HUMAN,P06744,GPI,Glucose-6-phosphate isomerase ,6,20,7,33,bin_5,21584,3598,Glycosylphosphatidylinositol-anchored protein,0,1.54
SIX2_HUMAN,Q9NPC8,SIX2,Homeobox protein SIX2,6,24,3,33,bin_5,382,206,Homeobox protein SIX2,1,0.7
EXT2_HUMAN,Q93063,EXT2,Exostosin-2 ,7,19,7,33,bin_5,435,248,Exostosin 2,0,3.22
S39A8_HUMAN,Q9C0K1,SLC39A8,Metal cation symporter ZIP8 ,3,25,5,33,bin_5,258,38,Zinc transporter Zrt-like protein 4,0,0.64
GNA13_HUMAN,Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,7,16,10,33,bin_5,132,65,G protein subunit G(i-alpha-3),0,1.02
2AAA_HUMAN,P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,4,14,15,33,bin_5,207,4,Protein phosphatase 2A regulatory subunit A alpha,0,0.62
HMCS2_HUMAN,P54868,HMGCS2,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",2,29,2,33,bin_5,345,255,"3-hydroxy-3-methylglutaryl-CoA synthase 2, mitochondrial",0,1.78
MITF_HUMAN,O75030,MITF,Microphthalmia-associated transcription factor,7,20,6,33,bin_5,3586,2689,Microphthalmia-associated transcription factor,1,0.35
C5AR1_HUMAN,P21730,C5AR1,C5a anaphylatoxin chemotactic receptor 1,2,27,4,33,bin_5,711,160,Complement component 5a receptor 1,0,0.74
TRIM6_HUMAN,Q9C030,TRIM6,Tripartite motif-containing protein 6,8,22,3,33,bin_5,50,277,E3 ubiquitin-protein ligase TRIM6,0,4.3
GRP75_HUMAN,P38646,HSPA9,"Stress-70 protein, mitochondrial ",8,13,12,33,bin_5,349,27,Heat shock protein HSP90-beta,0,1.81
CY24A_HUMAN,P13498,CYBA,Cytochrome b-245 light chain,6,18,9,33,bin_5,1068,21,Cytochrome b-245 alpha chain,0,2.76
S29A2_HUMAN,Q14542,SLC29A2,Equilibrative nucleoside transporter 2 ,9,20,4,33,bin_5,138,168,Equilibrative nucleoside transporter 2,1,0.46
OCRL_HUMAN,Q5JQF1,OCRL,Inositol polyphosphate 5-phosphatase OCRL ,10,8,15,33,bin_5,374,83,"5-phosphatase OCRL-1, 75kDa",0,0.53
KIFA3_HUMAN,Q92845,KIFAP3,Kinesin-associated protein 3,3,14,16,33,bin_5,56,21,Kinesin-associated protein 3,1,0.19
SLAF1_HUMAN,Q13291,SLAMF1,Signaling lymphocytic activation molecule,7,22,4,33,bin_5,283,17726,Signaling lymphocytic activation molecule F1,0,0.53
CD24_HUMAN,P25063,CD24,Signal transducer CD24,2,26,5,33,bin_5,4290,94,Signal transducer CD24,1,1.95
EFNA1_HUMAN,P20827,EFNA1,"Ephrin-A1, secreted form",2,28,3,33,bin_5,477,27,Ephrin-A1,0,2.49
CPEB3_HUMAN,Q8NE35,CPEB3,Cytoplasmic polyadenylation element-binding protein 3,7,13,13,33,bin_5,133,184,"CPEB3, RNA-binding protein CPEB-3",0,1.78
TAOK1_HUMAN,Q7L7X3,TAOK1,Serine/threonine-protein kinase TAO1,11,19,3,33,bin_5,79,36,Serine/threonine kinase TAOK1,0,5.05
SNW1_HUMAN,Q13573,SNW1,SNW domain-containing protein 1,10,15,8,33,bin_5,99,7,"SMN complex protein 1 homolog, putative",0,4.37
SC5A1_HUMAN,P13866,SLC5A1,Sodium/glucose cotransporter 1,10,15,8,33,bin_5,855,1405,Sodium/dichloroacetate transporter,0,0.57
AT8B1_HUMAN,O43520,ATP8B1,Phospholipid-transporting ATPase IC ,9,14,10,33,bin_5,320,2,Phospholipid-transport protein ATP8B1,0,0.64
PLSL_HUMAN,P13796,LCP1,Plastin-2,5,16,12,33,bin_5,226,32,Plastin-2,1,0.36
GNA11_HUMAN,P29992,GNA11,Guanine nucleotide-binding protein subunit alpha-11,7,19,7,33,bin_5,592,124,G protein subunit alpha i1,0,0.64
RS7_HUMAN,P62081,RPS7,Small ribosomal subunit protein eS7 ,6,11,16,33,bin_5,242,5,40S ribosomal protein S7,0,5.59
AP2M1_HUMAN,Q96CW1,AP2M1,AP-2 complex subunit mu ,6,12,15,33,bin_5,60,104,AP-2 complex subunit mu-1,0,0.81
ACHA4_HUMAN,P43681,CHRNA4,Neuronal acetylcholine receptor subunit alpha-4,4,20,9,33,bin_5,341,198,Neuronal acetylcholine receptor subunit alpha-4,1,2.77
NRATCYTDLS,Q9NR61,DLL4,Delta-like protein 4,3,29,1,33,bin_5,1315,361,Delta-like protein 4,1,0.87
BAG3_HUMAN,O95817,BAG3,BAG family molecular chaperone regulator 3,6,18,9,33,bin_5,809,53,BCL2-associated athanogene 3,0,0.23
UBB_HUMAN,Q91887,UBB,Ubiquitin,2,17,14,33,bin_5,459,106601,Ubiquitin-40S protein UbB,0,0.96
DDX21_HUMAN,Q9NR30,DDX21,Nucleolar RNA helicase 2 ,12,14,7,33,bin_5,141,93,RNA helicase DDX21,0,2.25
ZEB2_HUMAN,O60315,ZEB2,Zinc finger E-box-binding homeobox 2,5,23,5,33,bin_5,1642,807,Zinc finger E-box-binding homeobox 2,1,1.86
TBP_HUMAN,P20226,TBP,TATA-box-binding protein,12,9,12,33,bin_5,5492,5586,TATA-binding protein,0,0.18
SMCE1_HUMAN,Q969G3,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,6,14,13,33,bin_5,167,16,SMARCF1-like protein 1,0,0.43
KCNC1_HUMAN,P48547,KCNC1,Voltage-gated potassium channel KCNC1 ,5,18,10,33,bin_5,154,122,Potassium voltage-gated channel subfamily C member 1,0,0.53
AHI1_HUMAN,Q8N157,AHI1,Jouberin,1,23,9,33,bin_5,211,18,Ampheasin homolog 1,0,0.27
CRY2_HUMAN,Q49AN0,CRY2,Cryptochrome-2,9,18,7,34,bin_5,1421,249,Cry-beta/CRY2,0,0.21
DESP_HUMAN,P15924,DSP,Desmoplakin,6,16,12,34,bin_5,5888,2122,Desmoplakin,1,1.14
SHC1_HUMAN,Q8N4K5,SHC1,SHC-transforming protein 1,10,19,5,34,bin_5,1395,1252,SHC1 adapter protein 1,0,5.61
MARE1_HUMAN,Q15691,MAPRE1,Microtubule-associated protein RP/EB family member 1,5,15,14,34,bin_5,218,25,"Microtubule-associated protein MAPRE1, N-terminally processed",0,0.7
SKIL_HUMAN,P12757,SKIL,Ski-like protein,8,19,7,34,bin_5,246,14,Serine/threonine kinase-like,0,1.28
CATK_HUMAN,P43235,CTSK,Cathepsin K,7,18,9,34,bin_5,1711,3470,Cathepsin K,1,0.67
CSK2B_HUMAN,P67870,CSNK2B,Casein kinase II subunit beta,9,14,11,34,bin_5,81,632,Casein kinase II subunit beta,1,0.53
FGF23_HUMAN,Q9GZV9,FGF23,Fibroblast growth factor 23 C-terminal peptide,2,27,5,34,bin_5,4907,347,Fibroblast growth factor 23,0,0.71
SCNNB_HUMAN,P51168,SCNN1B,Amiloride-sensitive sodium channel subunit beta,2,26,6,34,bin_5,332,326,Sodium channel epithelial 1 subunit beta,0,0.74
VIME_HUMAN,Q96ML2,VIM,Vimentin,8,12,14,34,bin_5,6615,34780,Intermediate filament protein vimentin,0,1.53
NRX1A_HUMAN,Q9H3M2,NRXN1,Neurexin-1,6,19,9,34,bin_5,498,173,Neurexin-1 alpha,0,3.35
NR5A2_HUMAN,O00482,NR5A2,Nuclear receptor subfamily 5 group A member 2,13,16,5,34,bin_5,599,0,Nuclear receptor subfamily 5 group A member 2,1,0.97
FES_HUMAN,P07332,FES,Tyrosine-protein kinase Fes/Fps,6,20,8,34,bin_5,14163,164,Tyrosine-protein kinase Fes,0,0.8
CY24B_HUMAN,P04839,CYBB,Cytochrome b-245 heavy chain,5,18,11,34,bin_5,2793,13,"Neutrophil cytosolic factor 2, p47-phox",0,3.11
S29A4_HUMAN,Q7RTT9,SLC29A4,Equilibrative nucleoside transporter 4 ,9,21,4,34,bin_5,69,516,Equilibrative nucleoside transporter 4,1,3.96
SIX3_HUMAN,ILRARAVVAF,SIX3,Homeobox protein SIX3,6,25,3,34,bin_5,498,254,Homeobox protein SIX3,1,1.95
PPLSRGLEYN,O15230,LAMA5,Laminin subunit alpha-5,1,20,13,34,bin_5,171,213,Laminin subunit alpha-5,1,0.54
LAMP1_HUMAN,P11279,LAMP1,Lysosome-associated membrane glycoprotein 1 ,4,9,21,34,bin_5,2753,6106,Lysosomal-associated membrane protein 1,0,0.61
VP33B_HUMAN,Q9H267,VPS33B,Vacuolar protein sorting-associated protein 33B,1,16,17,34,bin_5,121,2,Vacuolar protein sorting-associated protein 33B,1,3.77
FOLR1_HUMAN,P15328,FOLR1,Folate receptor alpha,3,15,16,34,bin_5,395,1304,Folate receptor alpha,1,1.46
DDX1_HUMAN,Q92499,DDX1,ATP-dependent RNA helicase DDX1,12,12,10,34,bin_5,183,9,Probable ATP-dependent RNA helicase DDX1,0,4.02
FBX7_HUMAN,Q9Y3I1,FBXO7,F-box only protein 7,6,15,13,34,bin_5,163,210,F-box only protein 7,1,1.42
ANGL3_HUMAN,Q9Y5C1,ANGPTL3,ANGPTL3(17-224),5,22,7,34,bin_5,736,0,Angiopoietin-like protein 3,0,3.46
CHD4_HUMAN,Q14839,CHD4,Chromodomain-helicase-DNA-binding protein 4,12,10,12,34,bin_5,405,196,Chromatin-remodeling complex protein CHD4,0,1.59
MEFV_HUMAN,O15553,MEFV,Pyrin ,4,19,11,34,bin_5,1960,15757,Pyrin,1,0.27
FOXO4_HUMAN,P98177,FOXO4,Forkhead box protein O4,13,15,6,34,bin_5,589,94,Forkhead box protein O4,1,1.19
BRSK1_HUMAN,Q8TDC3,BRSK1,Serine/threonine-protein kinase BRSK1,8,18,8,34,bin_5,63,46,Serine/threonine-protein kinase BRSK1,1,0.4
SATT_HUMAN,P43007,SLC1A4,Neutral amino acid transporter A ,11,16,7,34,bin_5,126,20559,Sodium- and chloride-dependent transporter SLC1A4,0,1.41
NR0B1_HUMAN,P51843,NR0B1,Nuclear receptor subfamily 0 group B member 1,8,17,9,34,bin_5,657,585,Restraining protein DAX-1,0,1.25
CATS_HUMAN,P25774,CTSS,Cathepsin S,7,16,11,34,bin_5,646,1190,Cathepsin S,1,4.09
AGTR1_HUMAN,P30556,AGTR1,Type-1 angiotensin II receptor ,4,28,2,34,bin_5,870,20278,Angiotensin II type 1 receptor,0,3.39
LEPR_HUMAN,P48357,LEPR,Leptin receptor,5,25,4,34,bin_5,11834,13736,Leptin receptor,1,0.36
VFLMNFKDPK,RRTRRQDIRN,SEMA3A,Semaphorin-3A,3,25,6,34,bin_5,1581,1340,Semaphorin-3a,1,2.58
CSKP_HUMAN,Q5VT19,CASK,Peripheral plasma membrane protein CASK ,7,12,15,34,bin_5,548,11,CAID-associated protein,0,1.27
ANF_HUMAN,P01160,NPPA,Atriopeptin-3 ,5,22,7,34,bin_5,811,58,Atrial natriuretic peptide precursor A,0,2.61
SALL1_HUMAN,Q9NSC2,SALL1,Sal-like protein 1,5,24,5,34,bin_5,330,81,Sal-like protein 1,1,2.08
VDAC1_HUMAN,P21796,VDAC1,Non-selective voltage-gated ion channel VDAC1 ,9,13,12,34,bin_5,1238,0,Voltage-dependent anion channel 1,0,0.65
HGS_HUMAN,O14964,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,5,20,9,34,bin_5,4106,270,Hepatocyte growth factor-regulated tyrosine kinase substrate,1,2.62
DYN3_HUMAN,Q9NQ68,DNM3,Dynamin-3,9,9,16,34,bin_5,101,276,Dynamin-3,1,0.56
EDN3_HUMAN,P14138,EDN3,Endothelin-3,3,29,2,34,bin_5,257,1155,Preproendothelin-3,0,1.04
ZAP70_HUMAN,P43403,ZAP70,Tyrosine-protein kinase ZAP-70,5,22,7,34,bin_5,2727,1777,Zeta-chain-associated protein kinase 70 kDa zeta-chain-associated protein kinase,0,0.71
FOG1_HUMAN,Q8IX07,ZFPM1,Zinc finger protein ZFPM1,4,25,5,34,bin_5,168,44,"Zinc finger protein, FOG family member 1",0,2.68
ITA6_HUMAN,Q16508,ITGA6,Processed integrin alpha-6,6,19,9,34,bin_5,459,221,Alpha-6 subunit of integrin alpha-6/beta-1 heterodimer,0,1.44
TAF7_HUMAN,Q15545,TAF7,Transcription initiation factor TFIID subunit 7,9,17,8,34,bin_5,84,23,TATA-binding protein-associated factor 7,0,0.31
ERR2_HUMAN,O95718,ESRRB,Steroid hormone receptor ERR2 ,14,14,6,34,bin_5,321,2,Estrogen-related receptor beta,0,0.72
RSMB_HUMAN,P14678,SNRPB,Small nuclear ribonucleoprotein-associated proteins B and B',6,6,22,34,bin_5,112,0,Stratmin-binding protein 1,0,0.41
ADNP_HUMAN,Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein,7,20,7,34,bin_5,382,15,Activity-dependent neuroprotector homeolog,0,0.42
VPS11_HUMAN,Q9H270,VPS11,Vacuolar protein sorting-associated protein 11 homolog,6,16,12,34,bin_5,78,1,Vacuolar protein sorting-associated protein 11 subunit B,0,0.39
MOT1_HUMAN,P53985,SLC16A1,Monocarboxylate transporter 1 ,8,15,11,34,bin_5,278,2696,Monocarboxylate transporter 1,1,0.91
IFIH1_HUMAN,Q9BYX4,IFIH1,Interferon-induced helicase C domain-containing protein 1 ,11,19,4,34,bin_5,1703,1424,Melanoma differentiation-associated protein 5,0,0.66
IF4E_HUMAN,P06730,EIF4E,Eukaryotic translation initiation factor 4E ,8,12,14,34,bin_5,4823,3525,Eukaryotic translation initiation factor 4E,1,4.55
HYAS2_HUMAN,Q92819,HAS2,Hyaluronan synthase 2,2,24,8,34,bin_5,1178,1381,Hyaluronan synthase 2,1,1.45
ACHA3_HUMAN,P32297,CHRNA3,Neuronal acetylcholine receptor subunit alpha-3,4,17,13,34,bin_5,378,337,Neuronal acetylcholine receptor subunit alpha-3,1,2.16
RNF8_HUMAN,O76064,RNF8,E3 ubiquitin-protein ligase RNF8 ,8,19,7,34,bin_5,333,246,E3 ubiquitin-protein ligase RNF8,1,0.85
CENPE_HUMAN,Q02224,CENPE,Centromere-associated protein E,4,15,15,34,bin_5,466,95,Centromere protein E,0,2.58
PLK2_HUMAN,Q9NYY3,PLK2,Serine/threonine-protein kinase PLK2,4,21,9,34,bin_5,362,236,Polo-like kinase 2,0,0.6
RRAGC_HUMAN,Q9HB90,RRAGC,Ras-related GTP-binding protein C,9,16,9,34,bin_5,54,16183,Regulator of RAG1 and RAG2 protein C,0,1.25
P2Y12_HUMAN,Q9H244,P2RY12,P2Y purinoceptor 12,4,25,5,34,bin_5,1307,1494,P2Y purinoceptor 12,1,0.46
HCD2_HUMAN,Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,13,14,7,34,bin_5,175,41,"3-beta-hydroxysteroid dehydrogenase type 10, NAD(P)-dependent",0,4.35
RAB13_HUMAN,P51153,RAB13,Ras-related protein Rab-13,2,15,17,34,bin_5,139,5,Ras-related protein Rab-13,1,3.05
